DATE-OBS LST OBS-RA OBS-DEC CRVAL1 CRVAL2
2026-01-04T01:40:41.408 17:04:11.71 00:08:53.379 +50:17:04.17 2.1430028 50.2630516
2026-01-03T06:12:37.938 17:15:18.39 05:16:24.248 +51:47:26.90 79.0371840 51.7800500
2026-01-03T06:12:37.938 17:09:05.64 10:40:12.341 +51:42:13.17 160.0096449 51.6814854
2026-01-04T01:40:41.408 17:08:10.82 16:59:25.914 +37:12:09.52 254.8095173 37.1644788
2026-01-04T01:40:41.408 17:06:23.88 07:36:46.889 +85:57:41.82 114.1424626 85.9761326
2026-01-04T01:40:41.408 17:10:52.08 14:57:49.266 +86:19:53.23 224.3613525 86.3080933
2026-01-04T01:40:41.408 17:16:41.28 09:36:55.480 +23:48:40.35 144.2213961 23.8209097
2026-01-03T06:12:37.938 17:24:03.99 14:23:49.547 +54:32:05.46 215.8424621 54.5065359
2026-01-03T06:12:37.938 17:22:30.91 09:21:40.453 +55:27:55.99 140.3704783 55.4699425
2026-01-04T01:40:41.408 17:24:01.16 23:56:01.151 +76:55:38.54 358.9347150 76.9321927
2026-01-03T06:12:37.938 17:20:44.93 14:48:07.369 +85:09:21.52 221.9349769 85.1498681
2026-01-03T06:12:37.938 17:25:33.55 06:30:20.209 +76:33:34.56 97.4902530 76.5903782
2026-01-04T01:40:41.408 17:33:35.19 04:31:06.468 +58:17:29.75 67.7022327 58.3055756
2026-01-04T01:40:41.408 17:21:18.87 22:12:08.649 +34:42:28.30 332.9513960 34.6783014
2026-01-04T01:40:41.408 17:27:41.17 01:47:21.487 +88:56:26.07 26.8130388 88.9432874
2026-01-04T01:40:41.408 17:33:12.66 16:11:44.711 +32:03:51.21 242.8927311 32.0313754
2026-01-03T06:12:37.938 17:38:37.65 05:08:03.923 +62:37:54.50 76.9476667 62.6475777
2026-01-04T01:40:41.408 17:40:19.70 08:47:42.376 +26:31:13.12 131.9151525 26.5411142
2026-01-04T01:40:41.408 17:34:01.70 17:03:22.624 +56:37:07.37 255.7789810 56.5840769
2026-01-04T01:40:41.408 17:36:47.75 04:13:04.898 +37:34:36.30 63.2349385 37.5856063
2026-01-03T06:12:37.938 17:50:22.82 20:42:55.835 +34:05:53.40 310.6606614 34.0716445
2026-01-03T06:12:37.938 17:55:46.11 18:51:40.727 +32:57:59.40 282.8731365 32.9541432
2026-01-04T01:40:41.408 17:43:17.19 02:17:20.969 +24:33:24.53 34.3360695 24.5749314
2026-01-04T01:40:41.408 17:42:18.23 11:30:29.865 +71:02:16.71 172.5566626 71.0547726
2026-01-03T06:12:37.938 17:45:09.40 19:21:35.800 +29:09:57.80 290.3427289 29.1326142
2026-01-03T06:12:37.938 17:57:16.22 13:14:38.069 +88:13:21.66 198.5818109 88.2234819
2026-01-04T01:40:41.408 17:50:52.73 18:55:38.315 +79:18:15.37 283.8295752 79.2866760
2026-01-03T06:12:37.938 18:01:56.42 19:32:39.908 +51:08:57.08 293.0896725 51.1206600
2026-01-04T01:40:41.408 18:03:05.00 22:18:35.917 +33:17:40.14 334.5690831 33.2745409
2026-01-03T06:12:37.938 17:58:13.37 13:27:36.001 +38:53:05.11 201.8162908 38.8536769
2026-01-03T06:12:37.938 18:02:02.23 14:14:54.061 +70:06:32.37 213.6217170 70.1063410
2026-01-03T06:12:37.938 18:06:14.83 16:12:40.162 +54:27:30.53 243.0661706 54.4246788
2026-01-03T06:12:37.938 18:02:33.64 06:59:32.059 +36:12:18.26 104.8420067 36.2186638
2026-01-03T06:12:37.938 18:07:15.07 09:50:09.089 +58:14:20.39 147.5021251 58.2487745
2026-01-04T01:40:41.408 18:07:36.20 04:35:45.964 +62:56:48.36 68.8603959 62.9787498
2026-01-03T06:12:37.938 18:16:57.50 23:59:38.839 +30:23:51.13 359.8626608 30.3939521
2026-01-04T01:40:41.408 18:12:51.08 20:44:33.632 +83:56:17.46 311.0489125 83.9381390
2026-01-03T06:12:37.938 18:21:14.26 00:51:49.567 +88:29:26.21 12.9245829 88.5033121
2026-01-03T06:12:37.938 18:21:56.08 14:49:43.405 +53:42:39.68 222.3211417 53.6844527
2026-01-04T01:40:41.408 18:27:39.36 06:18:02.969 +29:58:15.59 94.4921282 29.9920245
2026-01-04T01:40:41.408 18:25:49.48 21:01:20.566 +48:58:20.95 315.2554229 48.9341234
2026-01-04T01:40:41.408 18:27:58.34 02:04:41.732 +66:23:02.01 31.1513133 66.3966401
2026-01-03T06:12:37.938 18:34:53.39 06:57:11.482 +49:20:16.65 104.2757585 49.3310827
2026-01-04T01:40:41.408 18:40:58.27 17:09:27.692 +41:56:53.05 257.3787517 41.8762166
2026-01-04T01:40:41.408 18:30:53.28 20:18:14.109 +58:32:36.59 304.4821586 58.5168403
2026-01-03T06:12:37.938 18:26:14.87 22:16:54.646 +72:40:05.61 334.1309225 72.6671699
2026-01-03T06:12:37.938 18:28:22.24 00:40:24.805 +36:19:41.21 10.0939159 36.3181922
2026-01-03T06:12:37.938 18:46:07.78 04:08:31.632 +84:31:41.75 62.1824597 84.5076973
2026-01-04T01:40:41.408 18:34:31.62 04:03:47.940 +88:15:41.61 60.9342176 88.2723914
2026-01-04T01:40:41.408 18:40:09.24 14:54:19.329 +78:29:38.22 223.5428836 78.4672667
2026-01-03T06:12:37.938 18:33:50.55 05:54:52.969 +39:33:05.51 88.7017511 39.5396087
2026-01-04T01:40:41.408 18:46:59.15 04:34:17.864 +48:28:37.72 68.6280872 48.4379209
2026-01-03T06:02:42.556 18:46:19.41 13:29:45.798 +36:18:20.72 202.4518364 36.2403571
2026-01-04T01:40:41.408 18:42:50.88 15:24:14.143 +51:23:38.58 231.0444040 51.3192597
2026-01-04T01:40:41.408 18:50:06.73 03:33:59.745 +80:37:43.01 53.5673155 80.6025851
2026-01-03T06:12:37.938 18:49:50.74 06:52:30.829 +28:21:49.68 103.1999984 28.3392410
2026-01-03T06:12:37.938 18:57:48.08 08:05:43.914 +55:19:40.59 121.5164593 55.2921137
2026-01-04T01:40:41.408 18:56:57.13 17:59:29.155 +83:02:58.47 269.9302339 82.9769281
2026-01-03T05:12:23.535 19:04:56.65 07:33:53.489 +62:39:41.94 113.4972429 62.6429362
2026-01-03T06:12:37.938 19:00:25.20 01:28:06.887 +61:27:47.38 22.0990829 61.4235010
2026-01-04T01:40:41.408 19:03:59.87 11:25:40.923 +83:10:28.11 171.4648708 83.1377815
2026-01-04T01:40:41.408 18:56:21.57 00:44:26.153 +51:42:04.47 11.1836791 51.6366163
2026-01-04T01:40:41.408 19:16:40.09 16:37:59.970 +68:07:47.08 249.4618518 68.1007074
2026-01-04T01:40:41.408 18:59:51.56 14:28:18.542 +38:34:29.21 217.1131423 38.4992966
2026-01-04T01:40:41.408 19:15:20.72 07:28:56.374 +85:15:29.64 112.2295275 85.2716223
2026-01-03T06:12:37.938 19:09:28.29 12:30:38.153 +25:50:59.73 187.6810975 25.8228102
2026-01-04T01:40:41.408 19:10:13.53 09:16:17.220 +63:00:46.28 139.0920015 63.0020712
2026-01-04T01:40:41.408 19:10:43.44 07:50:42.344 +76:11:45.75 117.6861271 76.1948945
2026-01-03T06:12:37.938 19:20:48.29 18:17:00.586 +26:03:14.26 274.2399047 26.0349502
2026-01-03T06:12:37.938 19:22:07.56 10:18:46.640 +84:26:54.03 154.6783397 84.4794810
2026-01-04T01:40:41.408 19:31:58.58 21:07:59.653 +86:21:19.04 316.9198160 86.3548118
2026-01-04T01:40:41.408 19:24:02.09 14:30:34.368 +23:23:07.53 217.5886476 23.3809245
2026-01-03T06:12:37.938 19:25:24.60 03:16:28.729 +71:18:33.42 49.0952684 71.3586130
2026-01-03T06:12:37.938 19:29:31.67 23:34:26.884 +28:52:14.34 353.5930759 28.8752738
2026-01-04T01:40:41.408 19:25:37.31 01:01:01.902 +49:45:12.03 15.2447989 49.7517970
2026-01-04T01:40:41.408 19:21:45.28 19:28:15.131 +64:17:25.76 292.0232255 64.2702254
2026-01-03T06:12:37.938 19:31:07.21 07:13:21.155 +39:53:56.28 108.2996023 39.9200565
2026-01-03T06:12:37.938 19:34:45.97 10:38:12.309 +67:09:19.62 159.5007189 67.1886227
2026-01-04T01:40:41.408 19:33:50.93 21:44:26.126 +20:04:28.24 326.0466146 20.0827943
2026-01-03T06:12:37.938 19:40:09.38 16:08:07.075 +28:41:20.31 241.9700573 28.6892099
2026-01-03T06:12:37.938 19:42:12.59 15:57:40.545 +50:09:46.02 239.3315392 50.1598102
2026-01-04T01:40:41.408 19:47:32.01 09:12:38.050 +45:50:22.87 138.1373300 45.8587306
2026-01-04T01:40:41.408 19:48:37.50 05:20:24.568 +45:43:44.52 80.0541059 45.7606966
2026-01-03T06:12:37.938 19:41:21.81 03:45:42.519 +36:15:43.51 56.3995015 36.2953673
2026-01-04T01:40:41.408 19:55:18.38 20:57:37.628 +31:59:51.57 314.3641078 32.0028586
2026-01-03T06:12:37.938 19:47:00.14 01:53:42.645 +69:57:51.81 28.4073608 70.0149073
2026-01-04T01:40:41.408 19:49:12.93 18:10:36.201 +71:53:25.72 272.5868409 71.9000087
2026-01-03T06:12:37.938 19:51:35.87 19:19:15.289 +66:42:53.41 289.7394857 66.7236309
2026-01-04T01:40:41.408 20:01:37.85 18:09:56.233 +86:46:13.87 272.4284259 86.7732091
2026-01-03T06:12:37.938 19:56:01.04 14:44:24.362 +79:59:00.97 221.0004682 79.9980828
2026-01-04T01:40:41.408 19:58:30.11 21:13:32.691 +49:22:07.35 318.2907304 49.3711133
2026-01-04T01:40:41.408 20:04:41.96 12:51:12.408 +64:38:04.49 192.6922125 64.6618480
2026-01-03T06:12:37.938 19:57:24.43 15:31:03.696 +77:08:38.76 232.6714594 77.1715725
2026-01-04T01:40:41.408 20:03:03.34 08:56:12.942 +77:48:09.15 134.0082602 77.8593545
2026-01-04T01:40:41.408 20:08:29.28 17:34:43.248 +47:22:18.44 263.6404267 47.3603603
2026-01-04T01:40:41.408 20:06:13.38 00:49:07.087 +86:26:16.03 12.2479178 86.4748193
2026-01-03T06:12:37.938 20:13:38.82 15:27:46.627 +70:13:31.44 231.8427155 70.2544401
2026-01-03T06:12:37.938 20:09:11.27 05:31:59.979 +40:53:16.93 82.9519129 40.9332299
2026-01-03T06:12:37.938 20:12:26.00 10:29:09.901 +33:24:53.65 157.2864425 33.4472060
2026-01-03T06:12:37.938 20:07:30.48 19:23:43.727 +51:04:05.76 290.8706369 51.0581736
2026-01-03T06:12:37.938 20:23:07.59 05:14:43.095 +23:33:49.48 78.6374270 23.6163573
2026-01-04T01:40:41.408 20:17:05.73 08:42:20.978 +37:15:26.18 130.5611725 37.2848343
2026-01-03T06:12:37.938 20:19:35.38 11:42:08.797 +53:44:05.15 175.4817364 53.7627820
2026-01-04T01:40:41.408 20:24:12.87 05:14:13.500 +29:22:26.39 78.5156317 29.4169597
2026-01-04T01:40:41.408 20:24:24.96 06:39:22.106 +25:39:30.45 99.8036685 25.7154098
2026-01-03T06:12:37.938 20:24:56.85 02:18:12.118 +70:28:32.15 34.5285338 70.5301897
2026-01-04T01:40:41.408 20:19:25.47 23:53:17.199 +47:32:53.14 358.2692040 47.5651261
2026-01-03T06:12:37.938 20:26:04.94 23:04:24.140 +33:18:20.33 346.0568892 33.3231603
2026-01-04T01:40:41.408 20:31:16.71 03:53:51.364 +22:11:44.53 58.4422447 22.2521898
2026-01-03T06:12:37.938 20:43:25.28 08:31:27.887 +78:45:35.77 127.8169954 78.8194706
2026-01-03T06:12:37.938 20:43:12.43 20:38:07.423 +50:54:29.33 309.4609360 50.9255219
2026-01-03T06:12:37.938 20:39:20.80 19:25:15.279 +32:55:14.13 291.2868555 32.9278330
2026-01-04T01:40:41.408 20:44:08.74 00:42:12.732 +30:53:16.22 10.5421285 30.9242273
2026-01-03T06:12:37.938 20:44:06.68 09:45:32.164 +86:24:08.47 146.3615793 86.4495308
2026-01-04T01:40:41.408 20:44:11.79 23:38:58.938 +79:34:38.88 354.6834054 79.6220835
2026-01-03T06:12:37.938 20:43:45.56 14:22:57.288 +44:27:04.63 215.6483949 44.4605861
2026-01-03T06:12:37.938 20:47:30.18 16:27:55.816 +86:08:07.14 246.9202590 86.1531284
2026-01-04T01:40:41.408 20:45:06.19 04:18:24.626 +73:50:22.90 64.5597045 73.9106863
2026-01-04T01:40:41.408 20:56:51.14 03:26:42.145 +57:21:03.11 51.6529494 57.4019030
2026-01-04T01:40:41.408 20:43:39.66 02:36:34.221 +21:53:56.23 39.1536373 21.9639915
2026-01-04T01:40:41.408 20:57:31.87 17:15:16.514 +74:11:59.01 258.7413505 74.2211230
2026-01-03T06:12:37.938 20:54:07.46 02:42:44.637 +40:20:14.73 40.6916983 40.3685947
2026-01-03T06:12:37.938 20:58:19.16 16:48:16.874 +65:32:42.08 252.0080158 65.5644858
2026-01-04T01:40:41.408 21:00:35.29 03:54:27.094 +25:38:16.06 58.6098333 25.6970189
2026-01-04T01:40:41.408 21:08:50.87 03:05:31.678 +24:10:28.00 46.3867360 24.2312864
2026-01-04T01:40:41.408 21:08:29.26 05:42:04.107 +34:39:41.46 85.4858160 34.7197500
2026-01-04T01:40:41.408 21:07:41.75 23:05:31.864 +47:08:56.06 346.3411599 47.1706491
2026-01-04T01:40:41.408 21:16:42.66 01:29:03.528 +23:49:31.23 22.2859030 23.8838747
2026-01-04T01:40:41.408 21:16:43.84 16:21:54.180 +53:24:27.74 245.4196649 53.4029965
2026-01-04T01:40:41.408 21:09:05.71 19:13:16.860 +60:43:31.82 288.2769780 60.7449937
2026-01-04T01:40:41.408 21:19:52.52 16:41:41.460 +40:49:13.03 250.3733210 40.8223764
2026-01-03T06:12:37.938 21:14:58.44 12:03:31.940 +23:45:55.01 180.8525165 23.8054618
2026-01-03T06:12:37.938 21:18:39.12 02:42:49.176 +74:27:59.88 40.7026720 74.5339948
2026-01-04T01:40:41.408 21:21:52.71 21:43:08.910 +81:01:29.47 325.7218525 81.0504032
2026-01-04T01:40:41.408 21:24:51.71 01:45:34.712 +84:53:33.37 26.3943860 84.9425304
2026-01-04T01:40:41.408 21:25:29.43 11:07:23.231 +84:42:48.91 166.8028823 84.7683388
2026-01-04T01:40:41.408 21:27:04.45 13:09:20.886 +64:50:09.65 197.2495064 64.8818268
2026-01-03T06:12:37.938 21:32:16.48 06:55:58.626 +74:19:40.63 103.9389881 74.4053672
2026-01-03T06:12:37.938 21:33:28.44 07:02:25.311 +41:42:39.20 105.5626821 41.7587317
2026-01-03T06:12:37.938 21:42:49.75 22:11:41.140 +68:17:51.74 332.8598075 68.3329473
2026-01-04T01:40:41.408 21:33:29.99 04:28:58.948 +77:10:40.89 67.2045854 77.2543929
2026-01-03T06:12:37.938 21:33:13.58 07:31:44.761 +75:38:00.43 112.8721402 75.7124330
2026-01-04T01:40:41.408 21:44:24.72 23:03:34.647 +81:54:10.66 345.8394113 81.9523090
2026-01-04T01:40:41.408 21:35:20.28 09:50:34.182 +85:49:28.29 147.6190489 85.8899435
2026-01-04T01:40:41.408 21:46:13.81 06:01:13.688 +33:37:15.15 90.2646312 33.6995275
2026-01-04T01:40:41.408 21:34:36.01 09:25:25.190 +80:11:18.34 141.3265246 80.2572459
2026-01-04T01:40:41.408 21:46:23.37 20:42:17.670 +67:11:58.21 310.5254119 67.2305123
2026-01-04T01:40:41.408 21:44:16.68 06:25:47.425 +71:39:22.79 96.3792396 71.7317107
2026-01-04T01:40:41.408 21:54:18.51 21:51:01.420 +68:10:15.70 327.6994453 68.2018247
2026-01-04T01:40:41.408 21:51:47.09 19:44:55.305 +31:07:27.91 296.2126643 31.1364257
2026-01-04T01:40:41.408 21:55:08.00 04:31:44.760 +28:51:33.45 67.9311274 28.9158925
2026-01-03T06:12:37.938 21:56:30.50 18:45:47.346 +71:27:59.59 281.4230142 71.5080175
2026-01-04T01:40:41.408 21:55:04.75 17:10:54.777 +36:46:43.38 257.7117471 36.7925011
2026-01-04T01:40:41.408 21:55:04.98 21:46:05.947 +69:23:13.70 326.4515124 69.4367144
2026-01-04T01:40:41.408 22:02:52.08 01:40:26.923 +87:13:29.05 25.1138119 87.2785129
2026-01-04T01:40:41.408 21:50:34.71 17:41:22.181 +20:34:54.24 265.3424377 20.6131092
2026-01-04T01:40:41.408 21:59:21.75 02:46:55.055 +87:42:09.76 41.7402742 87.7611817
2026-01-04T01:40:41.408 22:02:57.48 13:34:28.885 +66:37:38.22 203.5295354 66.6768183
2026-01-04T01:40:41.408 22:11:34.41 16:52:34.388 +84:47:17.40 253.1193969 84.8234891
2026-01-04T01:40:41.408 22:10:12.00 21:07:37.210 +74:02:52.03 316.8469880 74.0889528
2026-01-04T01:40:41.408 22:11:37.98 05:28:06.489 +67:07:50.84 81.9720328 67.2136646
2026-01-04T01:40:41.408 22:06:59.32 05:50:44.085 +75:01:02.37 87.6256371 75.1011862
2026-01-04T01:40:41.408 22:14:31.44 04:11:00.370 +37:23:07.91 62.7344992 37.4374271
2026-01-03T06:12:37.938 22:21:24.54 10:53:17.548 +52:02:39.63 163.3032782 52.0867017
2026-01-04T01:40:41.408 22:23:39.78 06:42:22.255 +26:29:03.71 100.5649529 26.5475679
2026-01-03T05:12:23.535 22:18:24.79 16:47:14.907 +51:39:44.07 251.7776251 51.6720358
2026-01-04T01:40:41.408 22:28:32.44 21:19:26.849 +39:04:41.18 319.8499723 39.0994702
2026-01-04T01:40:41.408 22:29:09.41 19:35:41.276 +87:26:18.81 293.8961280 87.4644554
2026-01-03T06:12:37.938 22:33:25.08 19:04:21.942 +51:17:06.53 286.0796395 51.3066297
2026-01-04T01:40:41.408 22:32:30.38 23:29:20.846 +28:56:49.65 352.3495960 28.9950713
2026-01-04T01:40:41.408 22:38:37.94 21:08:53.479 +81:29:20.32 317.1782046 81.5388297
2026-01-04T01:40:41.408 22:30:38.92 14:43:03.869 +69:32:38.34 220.6827600 69.5900614
2026-01-03T06:12:37.938 22:37:28.65 09:30:27.520 +70:29:21.79 142.5999543 70.5644313
2026-01-03T06:12:37.938 22:42:32.15 11:24:50.220 +69:36:34.78 171.1619296 69.6706070
2026-01-04T01:40:41.408 22:35:57.37 14:59:45.069 +86:09:04.05 224.8694112 86.1877820
2026-01-04T01:40:41.408 22:43:57.77 14:39:24.098 +44:34:04.06 219.7817897 44.5795680
2026-01-03T06:12:37.938 22:41:45.23 04:26:50.752 +28:10:39.50 66.7179466 28.2610279
2026-01-03T06:12:37.938 22:38:32.36 08:57:47.204 +25:59:17.11 134.4510725 26.0605118
2026-01-03T05:12:23.535 22:43:18.95 09:13:24.021 +36:24:24.94 138.3470719 36.4598557
2026-01-03T06:12:37.938 22:46:13.27 08:32:36.181 +44:58:51.60 128.1316368 45.0391986
2026-01-04T01:40:41.408 22:56:21.93 18:07:28.296 +22:05:38.39 271.8928825 22.1244407
2026-01-03T06:12:37.938 22:51:44.78 00:38:38.147 +49:00:05.66 9.6633267 49.0506834
2026-01-03T06:12:37.938 22:48:30.95 09:19:45.244 +67:02:27.81 139.9167186 67.1182530
2026-01-03T06:12:37.938 22:56:03.57 18:29:17.821 +40:56:55.00 277.3405767 40.9619107
2026-01-04T01:40:41.408 22:50:43.40 20:05:02.371 +83:30:25.74 301.2422458 83.5496583
2026-01-04T01:40:41.408 23:04:19.88 14:31:29.130 +71:09:26.34 217.7878453 71.2040089
2026-01-03T06:12:37.938 23:03:52.71 06:40:10.471 +63:36:32.31 100.0029298 63.6834694
2026-01-03T06:12:37.938 23:01:11.80 08:43:30.748 +80:05:38.70 130.8579921 80.1645406
2026-01-03T06:12:37.938 23:08:41.45 23:01:41.862 +82:55:50.30 345.4148312 82.9842801
2026-01-04T01:40:41.408 23:06:21.05 13:50:08.984 +79:59:02.58 207.4793317 80.0274898
2026-01-04T01:40:41.408 23:10:05.94 22:35:36.500 +72:25:05.25 338.8717403 72.4722329
2026-01-04T01:40:41.408 23:11:57.08 06:25:19.163 +36:08:20.72 96.2947662 36.2107338
2026-01-04T01:40:41.408 23:19:18.16 17:29:41.439 +28:43:38.78 262.4491853 28.7540399
2026-01-04T01:40:41.408 23:05:33.96 13:23:00.112 +53:13:15.28 200.6713110 53.2463560
2026-01-03T06:12:37.938 23:13:38.34 14:54:24.894 +54:40:34.86 223.5472419 54.7051497
2026-01-04T01:40:41.408 23:19:09.75 12:20:34.124 +60:31:29.07 185.0779353 60.5714712
2026-01-04T01:40:41.408 23:20:37.29 06:20:58.297 +59:44:04.23 95.1945704 59.8000361
2026-01-04T01:40:41.408 23:16:03.85 13:41:40.401 +77:36:28.42 205.3597173 77.6593148
2026-01-04T01:40:41.408 23:22:26.14 19:37:25.694 +50:21:18.27 294.3528779 50.3651738
2026-01-04T01:40:41.408 23:28:25.85 16:35:00.501 +28:29:48.59 248.7487200 28.5269412
2026-01-03T06:12:37.938 23:31:28.40 04:34:25.530 +75:22:46.53 68.5803987 75.4707276
2026-01-03T06:12:37.938 23:27:20.46 21:06:18.431 +65:26:40.74 316.5422226 65.4933092
2026-01-03T06:12:37.938 23:22:32.56 22:21:10.083 +77:57:27.56 335.2546222 78.0208738
2026-01-04T01:40:41.408 23:43:13.25 09:17:45.543 +55:13:37.30 139.4312636 55.2851265
2026-01-04T01:40:41.408 23:36:33.46 00:06:58.652 +58:12:35.12 1.7704635 58.2519651
2026-01-04T01:40:41.408 23:40:46.68 23:01:16.892 +88:13:39.29 345.3199378 88.2786790
2026-01-03T06:12:37.938 23:39:31.80 01:44:15.295 +27:49:57.34 26.1123609 27.8945696
2026-01-04T01:40:41.408 23:44:13.02 15:25:44.407 +77:34:43.50 231.4107907 77.6132825
2026-01-04T01:40:41.408 23:43:04.33 23:11:40.582 +54:00:39.75 347.9142122 54.0402997
2026-01-04T01:40:41.408 23:50:25.56 01:55:23.972 +69:39:41.41 28.8761145 69.7495723
2026-01-03T06:12:37.938 23:44:31.31 02:50:24.462 +32:43:43.25 42.6438735 32.7802852
2026-01-03T06:12:37.938 23:47:44.73 12:02:38.692 +54:56:54.77 180.6440397 54.9921748
2026-01-04T01:40:41.408 23:55:24.72 20:42:12.466 +29:56:17.78 310.5755664 29.9742509
2026-01-03T06:12:37.938 23:53:17.22 08:28:15.006 +46:48:27.63 127.0547211 46.8601551
2026-01-04T01:40:41.408 23:59:12.08 13:43:59.737 +24:30:55.01 205.9664483 24.5636998
2026-01-04T01:40:41.408 23:55:05.30 05:08:42.230 +37:24:52.10 77.1649509 37.4710678
