1m0a.doma.lsc
Longitude = -70.8049deg Latitude = -30.1674deg
2025-04-26T03:52:24.945 13:26:38.61 16:15:19.338 -22:29:46.23 243.418510209 -22.3830897418 
2025-04-26T03:14:15.672 12:48:23.41 11:41:10.008 -33:11:55.96 175.008113784 -32.9999890152 
2025-04-26T01:43:17.005 11:17:09.79 11:55:42.639 -32:58:47.48 178.612559518 -32.7731247644 
2025-04-26T04:41:59.344 14:16:29.82 13:51:10.223 -13:23:15.31 207.469906505 -13.2226128646 
2025-04-26T04:46:48.160 14:21:19.89 13:51:09.604 -13:23:14.81 207.469700726 -13.2227359805 
2025-04-30T02:12:07.386 12:01:50.73 09:27:12.188 +19:48:27.30 141.467731805 19.8997534252 
2025-04-30T02:13:33.156 12:03:17.19 09:27:11.990 +19:48:27.54 141.467771515 19.8996982405 
2025-04-30T02:15:18.765 12:05:03.08 09:27:12.139 +19:48:28.58 141.469257332 19.8998453067 
2025-04-30T03:13:12.642 13:03:06.00 11:40:07.370 -37:56:51.25 174.758193465 -37.7404145837 
2025-04-30T03:16:44.141 13:06:38.26 11:40:07.128 -37:56:50.32 174.758865349 -37.7402593861 
2025-04-30T01:44:37.161 11:34:16.19 10:29:07.557 -29:11:18.23 157.032096927 -29.0014980953 
2025-04-30T00:04:11.645 09:53:34.24 08:52:29.744 -38:09:47.41 132.922837025 -38.0001848404 
2025-04-27T03:25:35.977 13:03:41.72 15:59:52.515 -23:25:57.00 239.551738045 -23.3130907565 
2025-04-27T03:26:59.950 13:05:06.03 15:59:52.312 -23:25:57.26 239.551969482 -23.3130787548 
2025-04-27T04:56:01.513 14:34:22.10 18:23:17.183 -45:28:44.12 275.333827806 -45.4284308463 
2025-04-27T04:51:08.217 14:29:28.38 18:23:17.505 -45:28:44.09 275.333816628 -45.4284526075 
2025-04-29T00:03:19.140 09:48:44.98 08:36:13.200 +11:26:32.40 128.731652702 11.529912249 
2025-04-29T00:09:34.915 09:55:01.86 08:36:12.657 +11:26:31.34 128.731671704 11.5299438724 
2025-04-29T00:11:40.337 09:57:07.63 08:36:12.450 +11:26:31.61 128.731683257 11.5299061674 
2025-04-29T00:14:48.787 10:00:16.24 08:36:12.040 +11:26:30.15 128.731682401 11.5299071281 
2025-04-29T00:16:54.161 10:02:22.40 08:36:11.792 +11:26:30.73 128.731697579 11.5299093987 
2025-04-29T00:21:04.329 10:06:33.22 08:36:11.499 +11:26:31.41 128.731689093 11.5299282854 
2025-04-29T00:24:11.983 10:09:41.38 08:36:11.313 +11:26:32.38 128.731676339 11.5299010441 
2025-04-29T00:26:17.432 10:11:47.06 08:36:11.137 +11:26:32.75 128.731593392 11.529852473 
2025-04-29T00:29:26.110 10:14:56.24 08:36:11.058 +11:26:34.25 128.731634707 11.5299504852 
2025-04-29T00:35:41.308 10:21:12.55 08:36:10.688 +11:26:35.75 128.731688701 11.5299415699 
2025-04-29T00:42:59.127 10:28:31.49 08:36:10.286 +11:26:36.41 128.731645761 11.5299103988 
2025-04-29T00:44:01.613 10:29:34.23 08:36:10.242 +11:26:36.29 128.731647055 11.5299125643 
2025-04-29T01:52:05.101 11:37:48.62 08:36:08.079 +11:26:54.24 128.731744012 11.5299421955 
2025-04-29T02:04:39.425 11:50:25.21 08:36:08.003 +11:26:59.94 128.731746616 11.5299898293 
2025-04-29T02:06:44.766 11:52:30.91 08:36:07.887 +11:27:00.09 128.731775657 11.5299734707 
2025-04-29T02:13:00.882 11:58:47.92 08:36:07.835 +11:27:02.67 128.731625501 11.5299307739 
2025-04-29T02:16:09.132 12:01:56.67 08:36:07.911 +11:27:04.97 128.73172455 11.5299565623 
2025-04-29T02:21:22.202 12:07:10.84 08:36:07.873 +11:27:07.84 128.731728013 11.529970948 
2025-04-29T02:10:55.698 11:56:42.31 08:36:07.760 +11:27:01.61 128.731656289 11.5299714822 
2025-04-28T23:00:18.161 08:45:33.86 08:25:15.768 -28:03:10.28 126.076433087 -27.9153495917 
2025-04-28T23:36:03.598 09:21:25.06 08:36:16.687 +11:26:29.39 128.731763603 11.5299257901 
2025-04-28T23:38:09.227 09:23:31.10 08:36:16.365 +11:26:29.85 128.731695571 11.5299294588 
2025-04-28T23:48:35.713 09:33:59.07 08:36:14.922 +11:26:30.55 128.73169766 11.5299555034 
2025-04-28T23:51:45.677 09:37:09.38 08:36:14.489 +11:26:31.14 128.731713051 11.5298909487 
2025-04-28T23:56:58.361 09:42:23.39 08:36:13.878 +11:26:31.64 128.731671041 11.5299486395 
2025-04-29T00:55:31.738 10:41:06.23 08:36:09.722 +11:26:38.83 128.731685648 11.5299538933 
2025-04-29T00:57:37.103 10:43:11.58 08:36:09.619 +11:26:39.00 128.731654146 11.5299135193 
2025-04-29T01:06:03.881 10:51:39.77 08:36:09.134 +11:26:40.23 128.731641474 11.5298798317 
2025-04-29T01:15:31.063 11:01:08.64 08:36:08.774 +11:26:42.59 128.731693401 11.5299241257 
2025-04-29T01:21:46.265 11:07:24.58 08:36:08.540 +11:26:43.87 128.731742687 11.5299708841 
2025-04-29T01:26:59.013 11:12:38.76 08:36:08.370 +11:26:44.86 128.731722219 11.5299432762 
2025-04-29T01:28:01.433 11:13:40.88 08:36:08.333 +11:26:44.93 128.731679595 11.5299724021 
2025-04-29T01:31:09.435 11:16:49.55 08:36:08.302 +11:26:45.69 128.731705404 11.5299700481 
2025-04-29T01:35:19.985 11:21:01.10 08:36:08.215 +11:26:47.37 128.73164539 11.5299421119 
2025-04-29T01:36:22.482 11:22:03.67 08:36:08.213 +11:26:47.34 128.731668834 11.5299215626 
2025-04-29T01:40:33.963 11:26:15.69 08:36:08.309 +11:26:51.01 128.731693476 11.5299320118 
2025-04-29T01:45:49.687 11:31:32.33 08:36:08.262 +11:26:52.71 128.731671787 11.5299542727 
2025-04-29T03:41:16.853 13:27:18.60 15:59:52.629 -23:26:04.18 239.55306281 -23.3104793074 
2025-04-25T08:57:56.576 18:29:04.15 17:29:42.634 -14:19:17.57 262.088273463 -14.263992832 
2025-04-25T09:30:26.933 19:01:39.97 16:15:00.177 -22:29:25.35 243.413396848 -22.3854593503 
2025-04-24T23:24:06.899 08:53:40.22 05:34:42.125 -58:05:33.65 83.7029640419 -58.0287005679 
2025-04-25T01:35:19.069 11:05:13.56 09:40:57.985 -66:50:15.86 145.258534752 -66.6138237664 
2025-04-25T01:43:06.872 11:13:03.10 09:40:57.228 -66:50:14.72 145.258744507 -66.6138696387 
2025-04-25T01:43:59.098 11:13:55.44 09:40:57.128 -66:50:14.48 145.258603385 -66.6138534009 
2025-04-25T01:46:33.285 11:16:29.60 09:40:56.920 -66:50:13.83 145.258729857 -66.6138219581 
2025-04-25T01:53:27.566 11:23:25.15 09:40:56.176 -66:50:12.65 145.258707684 -66.6138617257 
2025-04-25T01:58:39.139 11:28:37.92 09:40:55.725 -66:50:11.23 145.258638216 -66.6138093884 
2025-04-25T01:55:10.377 11:25:08.47 09:40:56.061 -66:50:12.26 145.258517415 -66.6138813377 
2025-04-25T04:50:31.611 14:20:58.41 12:31:03.363 +08:04:06.44 187.465985402 8.21566109413 
2025-04-25T05:11:59.739 14:42:29.84 16:26:46.059 -23:19:20.50 246.288976773 -23.2126338268 
2025-04-25T05:23:08.938 14:53:41.16 19:25:21.615 -62:01:26.09 290.759521942 -61.9860575885 
2025-04-25T05:32:36.386 15:03:09.87 19:25:20.460 -62:01:24.46 290.759514777 -61.9860516257 
2025-04-25T05:49:11.087 15:19:47.68 19:25:18.759 -62:01:23.97 290.759410504 -61.9860467363 
2025-04-25T06:01:04.183 15:31:42.76 19:25:17.544 -62:01:23.44 290.759383889 -61.9860491047 
2025-04-25T06:03:26.309 15:34:05.10 19:25:17.374 -62:01:23.66 290.759412972 -61.9860386055 
2025-04-25T06:08:10.276 15:38:50.02 19:25:16.957 -62:01:23.42 290.759379587 -61.9860410187 
2025-04-25T06:31:57.908 16:02:41.02 19:25:15.180 -62:01:25.23 290.759220088 -61.9860436089 
2025-04-28T00:05:52.469 09:47:22.36 12:42:22.043 -22:00:49.28 190.233162086 -21.8293170777 
2025-04-28T00:08:23.620 09:49:53.41 12:42:21.849 -22:00:49.42 190.23318339 -21.8292888161 
2025-04-28T00:26:03.363 10:07:36.26 12:42:20.934 -22:00:50.86 190.233149632 -21.8293090609 
2025-04-28T01:48:17.857 11:30:04.26 12:42:15.239 -22:00:54.87 190.23321827 -21.8292454309 
2025-04-28T01:47:02.306 11:28:48.48 12:42:15.338 -22:00:54.72 190.23323899 -21.8292780148 
2025-04-28T01:57:08.387 11:38:56.09 12:42:14.474 -22:00:55.29 190.233248492 -21.8291509272 
2025-04-28T01:39:29.032 11:21:13.91 12:42:16.008 -22:00:54.37 190.233255649 -21.8292802661 
2025-04-28T01:43:15.824 11:25:01.44 12:42:15.682 -22:00:54.79 190.23325778 -21.8292500642 
2025-04-28T02:03:25.953 11:45:15.01 12:42:13.960 -22:00:55.64 190.233280374 -21.8292538609 
2025-04-28T02:37:43.281 12:19:38.12 12:42:11.040 -22:00:56.62 190.233285891 -21.8291735036 
2025-04-28T02:45:17.422 12:27:13.44 12:42:10.611 -22:00:56.49 190.233319043 -21.8292275552 
2025-04-28T02:47:48.535 12:29:44.60 12:42:10.486 -22:00:56.26 190.233281449 -21.8292952582 
2025-04-28T02:49:04.106 12:31:00.80 12:42:10.430 -22:00:56.50 190.233276398 -21.829254455 
2025-04-28T03:00:27.605 12:42:25.76 12:42:09.702 -22:00:56.40 190.233308757 -21.8292704061 
2025-04-28T03:05:33.925 12:47:33.28 12:42:09.313 -22:00:56.22 190.233322321 -21.8292512339 
2025-04-28T03:13:07.769 12:55:07.99 12:42:08.855 -22:00:55.52 190.233328472 -21.8292456214 
2025-04-28T03:16:54.859 12:58:55.62 12:42:08.607 -22:00:54.84 190.233319915 -21.8292287506 
2025-04-28T03:24:31.892 13:06:34.18 12:42:08.101 -22:00:54.97 190.233330556 -21.8292687316 
2025-04-28T03:30:50.515 13:12:53.70 12:42:07.727 -22:00:54.11 190.233356172 -21.8292476873 
2025-04-28T03:32:06.675 13:14:10.15 12:42:07.629 -22:00:54.57 190.233335435 -21.8292650822 
2025-04-28T03:45:59.497 13:28:05.03 12:42:06.788 -22:00:53.56 190.233336301 -21.8292533383 
2025-04-28T03:49:46.921 13:31:53.02 12:42:06.540 -22:00:54.11 190.233385921 -21.8292714247 
2025-04-28T03:53:34.256 13:35:41.44 12:42:06.336 -22:00:54.81 190.233376835 -21.829174066 
2025-04-28T03:57:25.088 13:39:32.51 12:42:06.091 -22:00:54.54 190.233393567 -21.8292936541 
2025-04-28T02:24:52.635 12:06:45.28 12:42:12.077 -22:00:56.50 190.233281723 -21.8292663028 
2025-04-28T03:39:40.906 13:21:45.63 12:42:07.161 -22:00:54.56 190.233361275 -21.8292557611 
2025-04-28T03:42:12.240 13:24:17.51 12:42:07.009 -22:00:54.43 190.233370291 -21.8292628193 
2025-04-28T03:43:27.760 13:25:33.43 12:42:06.925 -22:00:54.18 190.233387348 -21.8292780062 
2025-04-29T09:42:05.289 19:29:06.27 20:46:44.876 -31:18:53.35 311.289787116 -31.3438678277 
2025-04-29T10:12:29.490 19:59:35.44 20:11:06.267 -48:50:28.06 302.35006732 -48.8364041061 
2025-04-25T23:47:40.826 09:21:14.18 08:40:16.827 -31:08:54.04 129.842134352 -31.0004879199 
2025-04-26T04:06:39.408 13:40:55.38 15:19:17.281 -24:30:53.71 229.428806619 -24.3712660083 
2025-04-26T04:21:58.886 13:56:26.40 13:51:13.071 -13:23:16.25 207.469724895 -13.222759868 
2025-04-26T04:23:27.342 13:57:54.86 13:51:12.857 -13:23:16.15 207.469743182 -13.2227493426 
2025-04-26T04:27:08.695 14:01:36.92 13:51:12.346 -13:23:15.84 207.469770613 -13.2227243429 
2025-04-26T04:27:30.791 14:01:59.46 13:51:12.267 -13:23:15.77 207.469738339 -13.2227594359 
2025-04-26T04:30:52.256 14:05:21.12 13:51:11.768 -13:23:15.89 207.469892951 -13.2226361988 
2025-04-26T04:32:21.412 14:06:50.73 13:51:11.535 -13:23:15.89 207.469847189 -13.222659267 
2025-04-26T04:36:25.424 14:10:55.28 13:51:10.941 -13:23:15.63 207.469875056 -13.2226618754 
2025-04-26T04:40:30.093 14:15:00.65 13:51:10.399 -13:23:15.40 207.46990907 -13.2226764553 
2025-04-28T01:17:58.448 10:59:40.06 12:42:17.695 -22:00:53.42 190.233231666 -21.829279883 
2025-04-28T01:15:26.749 10:57:07.68 12:42:17.846 -22:00:52.93 190.233237084 -21.829262804 
2025-04-28T01:34:23.184 11:16:07.15 12:42:16.448 -22:00:53.93 190.233232784 -21.8292774689 
2025-04-28T01:36:54.440 11:18:39.34 12:42:16.256 -22:00:53.97 190.233236369 -21.8292708149 
2025-04-28T00:51:20.090 10:32:57.31 12:42:19.548 -22:00:52.86 190.233193298 -21.8292881583 
2025-04-28T00:53:52.224 10:35:29.97 12:42:19.333 -22:00:53.01 190.233149572 -21.8292752236 
2025-04-28T00:57:41.974 10:39:20.03 12:42:19.077 -22:00:53.30 190.233172374 -21.8292754768 
2025-04-28T00:42:27.610 10:24:03.08 12:42:20.101 -22:00:50.98 190.233163522 -21.8292832775 
2025-04-28T01:02:48.857 10:44:27.99 12:42:18.653 -22:00:53.47 190.233170615 -21.829270623 
2025-04-28T04:17:29.078 13:59:39.90 16:16:38.281 -19:17:09.99 243.755149342 -19.1796561458 
2025-04-27T10:09:04.746 19:48:16.68 18:22:54.101 -45:29:07.63 275.334016477 -45.4284830669 
2025-04-27T10:11:30.302 19:50:42.77 18:22:53.963 -45:29:07.65 275.334032323 -45.4284813565 
2025-04-28T04:59:57.204 14:42:15.17 16:57:55.354 +22:34:40.81 254.190396438 22.6114005897 
2025-04-28T05:02:09.229 14:44:27.45 16:57:54.945 +22:34:40.26 254.190348552 22.6114379305 
2025-04-28T05:12:04.844 14:54:24.65 16:57:53.658 +22:34:40.19 254.190181903 22.6113091276 
2025-04-28T05:18:38.434 15:00:59.76 16:57:52.962 +22:34:42.03 254.190233583 22.6113769414 
2025-04-28T05:33:06.397 15:15:30.09 16:57:51.350 +22:34:42.34 254.190286466 22.6114598645 
2025-04-28T05:48:27.352 15:30:53.18 16:57:49.976 +22:34:42.38 254.190321465 22.6114342095 
2025-04-28T05:49:33.068 15:31:59.09 16:57:49.851 +22:34:42.26 254.190433574 22.6113941808 
2025-04-28T05:59:24.987 15:41:52.83 16:57:48.966 +22:34:41.80 254.190333223 22.6113781483 
2025-04-28T06:02:44.990 15:45:13.45 16:57:48.702 +22:34:41.68 254.190316297 22.6114225685 
2025-04-28T06:08:13.703 15:50:42.82 16:57:48.291 +22:34:40.63 254.190286808 22.6114300807 
2025-04-28T06:20:16.335 16:02:47.27 16:57:47.424 +22:34:40.65 254.190290521 22.6114123827 
2025-04-28T06:30:10.719 16:12:43.59 16:57:46.804 +22:34:40.71 254.190289065 22.6114057906 
2025-04-28T06:33:27.786 16:16:00.88 16:57:46.579 +22:34:40.73 254.190320076 22.6114555887 
2025-04-28T06:35:39.344 16:18:13.26 16:57:46.429 +22:34:40.25 254.190319171 22.6114129051 
2025-04-28T06:46:36.854 16:29:12.38 16:57:45.874 +22:34:39.43 254.190313346 22.6113876386 
2025-04-28T06:48:47.864 16:31:23.74 16:57:45.789 +22:34:39.45 254.190339716 22.6113994308 
2025-04-28T05:38:36.525 15:21:00.60 16:57:50.811 +22:34:42.45 254.190256574 22.6113383201 
2025-04-28T05:40:47.638 15:23:12.30 16:57:50.608 +22:34:42.69 254.190282649 22.6114005182 
2025-04-29T23:09:57.000 08:59:10.56 05:34:41.582 -58:05:30.60 83.7074107926 -58.0304114876 
2025-04-29T23:15:20.591 09:04:34.80 07:06:33.511 +06:09:49.46 106.318837328 6.20544095664 
2025-04-29T23:25:44.235 09:15:00.48 05:30:05.256 -32:50:28.75 82.3502583363 -32.8206465251 
2025-04-30T02:42:35.427 12:32:23.86 11:45:49.293 -43:22:08.76 176.180148142 -43.1520935947 
2025-04-30T02:31:01.939 12:20:48.34 11:45:50.067 -43:22:11.09 176.176317229 -43.1526176848 
2025-04-30T02:35:34.513 12:25:21.82 11:45:49.611 -43:22:10.52 176.176963626 -43.1524155686 
2025-04-30T02:28:54.339 12:18:40.83 11:45:50.215 -43:22:11.49 176.175726847 -43.152728762 
2025-04-30T00:23:44.972 10:13:10.93 10:29:03.570 -28:11:34.35 156.977946415 -28.0005290416 
2025-04-30T01:00:18.999 10:49:51.00 08:58:39.507 -36:09:42.84 134.476857682 -35.9997881605 
2025-04-30T09:07:09.572 18:58:01.58 19:11:28.018 -63:53:44.20 287.350611463 -63.8363319728 
2025-04-30T09:40:23.971 19:31:21.39 18:42:52.803 -28:01:47.02 280.346934074 -28.0000836232 
2025-04-30T01:56:34.557 11:46:15.59 09:27:12.412 +19:48:21.26 141.460427901 19.898721147 
2025-04-26T04:49:03.215 14:23:35.38 13:51:09.326 -13:23:14.78 207.469708923 -13.2227354501 
2025-04-26T04:56:55.094 14:31:28.67 13:51:08.464 -13:23:14.17 207.469701621 -13.2227439646 
2025-04-26T23:07:27.913 08:44:51.49 12:16:08.236 -72:33:36.28 183.737550451 -72.3095748643 
2025-04-26T07:10:29.004 16:45:15.53 15:59:38.330 -23:25:52.75 239.553612226 -23.3089920629 
2025-04-25T23:22:01.065 08:55:30.67 08:40:18.246 -31:08:48.24 129.837511848 -30.9967496532 
2025-04-25T23:30:48.218 09:04:18.29 08:28:15.777 -33:08:44.75 126.848734092 -33.0002762748 
2025-04-25T23:37:09.562 09:10:41.68 13:07:03.507 -10:43:07.52 196.385896285 -10.5528497138 
2025-04-25T00:51:17.465 10:21:04.69 09:41:02.750 -66:50:24.03 145.258544016 -66.6138349302 
2025-04-25T00:53:00.454 10:22:48.43 09:41:02.722 -66:50:22.68 145.258860221 -66.6138600564 
2025-04-25T00:54:43.278 10:24:30.98 09:41:02.509 -66:50:22.89 145.258492674 -66.6139108209 
2025-04-25T00:55:34.771 10:25:22.88 09:41:02.360 -66:50:22.56 145.258562263 -66.6138761593 
2025-04-25T00:38:20.994 10:08:06.05 09:41:04.631 -66:50:25.38 145.25862733 -66.6138459262 
2025-04-25T07:59:47.588 17:30:45.35 19:25:08.639 -62:01:39.62 290.759407164 -61.9860528419 
2025-04-25T08:04:34.237 17:35:32.84 19:25:08.231 -62:01:40.03 290.759381495 -61.9860361606 
2025-04-25T08:09:17.990 17:40:17.55 19:25:07.875 -62:01:40.78 290.759413307 -61.9860305188 
2025-04-25T01:49:59.303 11:19:56.39 09:40:56.506 -66:50:13.33 145.258586945 -66.6138674104 
2025-04-25T01:50:50.892 11:20:48.10 09:40:56.435 -66:50:13.03 145.258707132 -66.6139192478 
2025-04-25T03:53:35.996 13:23:53.53 10:19:26.753 -26:54:14.97 154.61716897 -26.7321223655 
2025-04-25T08:11:40.031 17:42:40.04 19:25:07.725 -62:01:41.29 290.759414653 -61.9860387222 
2025-04-25T08:56:46.739 18:27:53.18 17:29:42.640 -14:19:17.87 262.087444744 -14.2641737019 
2025-04-25T09:24:25.864 18:55:37.49 16:15:01.023 -22:29:25.55 243.413494589 -22.3854539402 
2025-04-25T09:31:29.453 19:02:42.58 16:15:00.036 -22:29:24.97 243.413438602 -22.3854106984 
2025-04-24T06:23:17.067 15:50:11.59 15:33:20.299 -34:25:14.34 232.951764852 -34.271810724 
2025-04-24T06:25:33.026 15:52:27.64 15:33:19.992 -34:25:13.79 232.951819417 -34.2717833656 
2025-04-24T06:32:23.036 15:59:18.48 15:33:19.094 -34:25:13.23 232.951721453 -34.2717559689 
2025-04-24T06:32:50.250 15:59:46.48 15:33:19.057 -34:25:13.05 232.951726023 -34.2717888692 
2025-04-24T06:33:17.457 16:00:13.42 15:33:18.996 -34:25:12.94 232.951776633 -34.2717451734 
2025-04-24T06:34:39.225 16:01:35.38 15:33:18.806 -34:25:12.97 232.951761223 -34.2717768324 
2025-04-24T06:35:33.900 16:02:30.54 15:33:18.686 -34:25:12.93 232.9518295 -34.2718035057 
2025-04-24T06:37:24.017 16:04:20.78 15:33:18.450 -34:25:12.78 232.951788221 -34.2717375347 
2025-04-24T06:40:06.888 16:07:03.87 15:33:18.084 -34:25:12.66 232.951735258 -34.2717849633 
2025-04-24T09:48:07.328 19:15:35.46 15:33:06.360 -34:24:21.14 232.951802446 -34.2717461346 
2025-04-24T09:49:28.963 19:16:57.04 15:33:06.302 -34:24:20.86 232.951794629 -34.2717945635 
2025-04-24T09:53:08.217 19:20:36.96 15:33:06.121 -34:24:19.87 232.951805126 -34.2717703155 
2025-04-24T09:54:56.655 19:22:25.79 15:33:06.060 -34:24:19.04 232.951763921 -34.2717807089 
2025-04-24T09:57:39.428 19:25:08.81 15:33:05.953 -34:24:17.55 232.951836704 -34.2718000939 
2025-04-24T09:58:33.865 19:26:03.33 15:33:05.892 -34:24:16.95 232.951823001 -34.2718102422 
2025-04-24T10:01:16.665 19:28:47.14 15:33:05.809 -34:24:15.71 232.951753574 -34.2717787825 
2025-04-24T10:03:59.565 19:31:30.03 15:33:05.716 -34:24:14.60 232.951777401 -34.2717804728 
2025-04-24T10:05:21.220 19:32:52.06 15:33:05.669 -34:24:13.87 232.951839227 -34.2718060806 
2025-04-24T10:06:15.996 19:33:47.18 15:33:05.630 -34:24:13.18 232.951785285 -34.271807272 
2025-04-24T10:09:53.165 19:37:24.85 15:33:05.524 -34:24:11.55 232.951798921 -34.2717732995 
2025-04-24T10:10:47.598 19:38:19.26 15:33:05.501 -34:24:11.22 232.951807664 -34.2717990909 
2025-04-24T10:11:15.408 19:38:47.46 15:33:05.470 -34:24:10.86 232.951777095 -34.271786239 
2025-04-24T10:13:04.468 19:40:36.64 15:33:05.388 -34:24:10.05 232.951768585 -34.2717796439 
2025-04-24T10:13:31.678 19:41:03.92 15:33:05.382 -34:24:09.89 232.951755843 -34.271758046 
2025-04-24T10:14:27.758 19:42:00.17 15:33:05.356 -34:24:09.48 232.951779263 -34.2717506521 
2025-04-24T09:10:49.924 18:38:11.69 15:33:07.692 -34:24:36.76 232.951870474 -34.2718010295 
2025-04-24T09:12:39.065 18:40:01.14 15:33:07.634 -34:24:35.97 232.951834589 -34.2717775456 
2025-04-24T09:14:28.315 18:41:50.52 15:33:07.575 -34:24:35.17 232.951824438 -34.2717680069 
2025-04-24T09:15:52.096 18:43:14.55 15:33:07.530 -34:24:34.92 232.951859094 -34.2717424363 
2025-04-24T09:17:13.641 18:44:36.74 15:33:07.425 -34:24:34.31 232.951781347 -34.2717785289 
2025-04-24T09:19:57.036 18:47:20.46 15:33:07.348 -34:24:33.26 232.951813065 -34.271810463 
2025-04-24T09:22:40.288 18:50:04.34 15:33:07.242 -34:24:32.38 232.951852791 -34.2717917064 
2025-04-24T09:23:07.404 18:50:31.49 15:33:07.227 -34:24:32.11 232.951822837 -34.2717438374 
2025-04-24T09:24:01.929 18:51:25.87 15:33:07.207 -34:24:31.74 232.951800032 -34.2718494222 
2025-04-24T09:25:23.336 18:52:47.35 15:33:07.158 -34:24:31.14 232.951804618 -34.271781663 
2025-04-24T09:27:39.528 18:55:04.50 15:33:07.087 -34:24:30.09 232.951757119 -34.2718010058 
2025-04-24T09:28:34.259 18:55:59.17 15:33:07.058 -34:24:29.85 232.951757567 -34.2717806951 
2025-04-24T09:34:31.323 19:01:57.15 15:33:06.862 -34:24:27.50 232.951849048 -34.2717902199 
2025-04-24T09:35:25.757 19:02:51.92 15:33:06.812 -34:24:26.88 232.951841515 -34.2717537191 
2025-04-24T09:37:41.683 19:05:08.22 15:33:06.738 -34:24:26.01 232.951837641 -34.2717995868 
2025-04-24T09:39:30.339 19:06:56.91 15:33:06.667 -34:24:25.36 232.9517445 -34.27175641 
2025-04-24T09:39:57.552 19:07:23.96 15:33:06.642 -34:24:25.11 232.951851327 -34.2717863589 
2025-04-24T09:43:07.659 19:10:34.76 15:33:06.574 -34:24:23.59 232.951771227 -34.271791584 
2025-04-24T09:44:29.101 19:11:56.32 15:33:06.486 -34:24:23.02 232.951791315 -34.2717848974 
2025-04-25T00:05:39.877 09:35:19.56 09:41:09.267 -66:50:29.62 145.258373276 -66.613913437 
2025-04-25T00:11:42.532 09:41:23.36 09:41:08.654 -66:50:28.11 145.258602557 -66.6138755572 
2025-04-25T00:09:58.370 09:39:39.01 09:41:08.918 -66:50:28.55 145.258481621 -66.6138477196 
2025-04-25T00:18:35.000 09:48:16.92 09:41:07.516 -66:50:27.37 145.258462991 -66.6138874597 
2025-04-25T00:23:45.879 09:53:28.60 09:41:06.700 -66:50:27.47 145.258551899 -66.6138460305 
2025-04-25T00:24:37.360 09:54:20.52 09:41:06.620 -66:50:27.03 145.258499619 -66.6139154554 
2025-04-25T00:26:20.108 09:56:03.79 09:41:06.319 -66:50:26.88 145.258570873 -66.6138568495 
2025-04-25T02:35:42.819 12:05:47.26 09:40:52.597 -66:50:01.53 145.258669353 -66.6138824375 
2025-04-25T02:37:26.104 12:07:31.02 09:40:52.474 -66:50:00.67 145.258816909 -66.6137717481 
2025-04-25T02:41:45.661 12:11:51.29 09:40:52.029 -66:49:59.50 145.258729691 -66.6139293649 
2025-04-25T02:42:37.040 12:12:42.88 09:40:51.934 -66:49:59.27 145.258679921 -66.6138758494 
2025-04-25T02:47:46.590 12:17:53.50 09:40:51.495 -66:49:58.41 145.258632406 -66.6138504471 
2025-04-25T05:11:00.987 14:41:31.32 16:26:46.200 -23:19:20.92 246.288977982 -23.2126985529 
2025-04-25T05:12:43.121 14:43:13.45 16:26:45.956 -23:19:20.48 246.289007603 -23.2125908505 
2025-04-25T05:20:46.703 14:51:17.90 19:25:21.907 -62:01:27.17 290.759573909 -61.9860749542 
2025-04-25T04:00:21.095 13:30:39.78 10:19:26.521 -26:54:12.30 154.619466319 -26.7318421223 
2025-04-25T04:14:10.891 13:44:31.45 14:26:36.215 -22:10:01.08 216.28568598 -22.0005575566 
2025-04-25T23:09:20.664 08:42:47.73 05:30:06.374 -32:50:30.62 82.3537400586 -32.8137937502 
2025-04-26T00:27:07.217 10:00:47.47 08:28:08.297 -33:08:35.53 126.843748754 -32.9998867673 
2025-04-29T03:39:56.390 13:25:57.81 15:59:52.848 -23:26:04.65 239.553032314 -23.3103497112 
2025-04-29T03:50:36.302 13:36:39.36 11:56:29.024 -20:10:51.80 178.826738617 -19.9947156785 
2025-04-29T03:38:32.641 13:24:33.75 15:59:52.970 -23:26:04.26 239.552934082 -23.3104042596 
2025-04-29T09:49:02.157 19:36:04.38 20:46:43.935 -31:18:53.53 311.28990216 -31.3438369437 
2025-04-29T09:51:18.358 19:38:20.43 20:46:43.607 -31:18:53.51 311.289774945 -31.3438106493 
2025-04-29T10:04:03.100 19:51:07.85 22:41:57.958 +03:27:19.67 340.140922448 3.33897282176 
2025-04-29T09:42:51.323 19:29:52.53 20:46:44.811 -31:18:53.40 311.289736175 -31.3438646689 
2025-04-29T09:46:39.189 19:33:40.97 20:46:44.296 -31:18:53.72 311.289944301 -31.3440204417 
2025-04-30T01:09:52.485 10:59:25.74 10:23:09.706 -20:10:33.40 155.50393226 -19.9993620515 
2025-04-30T01:11:03.147 11:00:36.93 10:23:12.998 -20:10:35.65 155.518311601 -20.0000733156 
2025-04-24T02:35:45.970 12:01:53.93 11:43:17.009 -21:56:50.91 175.516682448 -21.7561421474 
2025-04-24T02:38:42.290 12:04:50.82 11:43:16.577 -21:56:51.24 175.516595614 -21.7561551953 
2025-04-24T02:42:35.490 12:08:44.65 11:43:16.058 -21:56:51.38 175.516748271 -21.7561513493 
2025-04-24T08:16:08.439 17:43:21.67 15:33:09.866 -34:24:55.13 232.951710153 -34.2717217379 
2025-04-24T08:18:24.493 17:45:37.66 15:33:09.800 -34:24:54.73 232.951782542 -34.2717744627 
